unique_ID,pedon_ID,horizon,location,state,latitude_longitude_full,latitude,longitude,depth_inches,horizon_top_inches,horizon_bottom_inches,horizon_middle_inches,total_depth_sampled_inches,region,soil_order,dominant_vegetation_class,soil_moisture_regime,soil_temperature_regime,elevation_m,horizon_old,mat_c,map_mm,aridity,series_extent_map_acres,common_vegetation,soil_family,soil_series_name,date_sampled,soil_series_checked with red book,mean_GWC,mean_HWC,mean_VWC,mean_db,pH,percent_carbonate,delta13C_vs_VPDB,delta15N_vs_at_air_air,SOC,TN,HH_DOC_mg_g,Fe_mg_g,Al_mg_g,Fe_plus_Al,relative_coarse_fraction,relative_fine_fraction,fine_coarse_ratio,extract,Ca,Mg,Na,K,CEC,mean_DOC_wet,mean_DN_wet,mean_MBC_wet,mean_MBN_wet,texture_class,sand,silt,clay,silt_clay
130,64,c,Moscow,ID,"46.798639, -116.900648",46.798639,-116.900648,75-65,75,65,70,65,west,alfisol,coniferous forest,xeric,frigid,1021.3,c,7.16,700,0.466,48198,"grand fir, Douglas-fir, western white pine, ponderosa pine, western larch, and lodgepole pine, with an understory of myrtle pachystima, Columbia brome, American trailplant, baldhip rose, starry false-Solomon's-seal, sweetscented bedstraw, pine reedgrass, common snowberry, elk sedge, mallow ninebark, creambush oceanspray, and white spirea","Fine-loamy, isotic, frigid Vitrandic Haploxeralfs",kruse,2008-12-19,NA,0.168293298,0.01897024,0.127009574,0.752835629,5.03,0,-24.53,4.51,1.1,0.09,2.913008779,4.447326417,11.35674381,15.80407023,0.275886101,0.691955396,2.508119812,ammonium chloride,5.1,0.6,0.1,0.5,6.3,NA,NA,NA,NA,Silt Loam,32.5,65,2.5,67.5
131,67,c,Wallowa,OR,"45.69370, -117.27435",45.6937,-117.27435,14-Dec,12,14,13,14,west,andisol,coniferous forest,udic,frigid,1489.8,c,4.96,496,0.34,217188,"grand fir, western larch, lodgepole pine, twinflower, princes pine, pinegrass, big huckleberry, and round-leaved violet","Ashy over loamy-skeletal, amorphic over isotic, frigid Alfic Udivitrands",syrupcreek,2008-11-19,NA,NA,NA,NA,NA,4.8,0,-23.78,6.36,1.85,0.15,1.160038797,6.46556741,4.180407371,10.64597478,0.2366,0.7483,3.162721893,ammonium chloride,19.1,5.4,0.1,0.8,25.4,NA,NA,NA,NA,Loam,32.5,43.8,23.8,67.6
132,68,c,Ribdon,AK,"68.87527, -148.85728",68.87527,-148.85728,10-16+,10,16,13,16,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,435,c,-9.57,215,0.348,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-16-19,NA,NA,NA,NA,NA,3.98,0,-26.81,4.01,8.29,0.39,6.189602446,10.97247706,2.316004077,13.28848114,0.336468691,0.692018275,2.056709265,ammonium chloride,1.4,0.3,0,0.1,1.8,NA,NA,NA,NA,Clay Loam,35,37.5,27.5,65
133,69,c,Sagavanirktok (Sag),AK,"68.80778, -148.81833",68.80778,-148.81833,7-13+,7,13,10,13,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,449,c,-9.32,217,0.343,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-17-19,NA,NA,NA,NA,NA,3.85,0,-26.79,4.72,3.82,0.21,3.48666409,6.159644376,2.912640124,9.072284499,0.26104557,0.728198011,2.789543642,ammonium chloride,4.5,0.9,0,0.1,5.5,NA,NA,NA,NA,Silt Loam,20,58.8,21.3,80.1
134,71,c,Slope Mountain,AK,"68.68810, -149.08037",68.6881,-149.08037,7-15+,7,15,11,15,arctic,gelisol,tussock sedges and forbes,aquic,pergelic,771,c,-8.77,240,0.371,NA,"cottongrass, sedges, forbes, lichen, woody shrubs, mosses",NA,NA,9-17-19,NA,NA,NA,NA,NA,6.2,0.214439514,-25.48,3.82,2.304266676,0.18,1.461461461,5.885885886,1.837437437,7.723323323,0.553180865,0.445221212,0.804838418,ammonium chloride,11.6,1,0,0.1,12.7,NA,NA,NA,NA,Sandy Loam,62.5,21.3,16.3,37.6
135,7,o,Black River Falls,WI,"44.21725, -90.61480",44.21725,-90.6148,0-1,0,1,0.5,35,midwest,spodosol,mixed coniferous and hardwood forest,aquic,frigid,311,o,6.54,842,0.64,40509,"mixed coniferous and deciduous forest. Common trees are jack pine, eastern white pine, northern pin oak, swamp white oak, paper birch, aspen, and red maple","Sandy, siliceous, frigid Typic Endoaquods",Ironrun,6-21-19,NA,NA,NA,NA,NA,3.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212964968,0.028645753,1.064955259,0.192596396,NA,NA,NA,NA,NA
136,7,e,Black River Falls,WI,"44.21725, -90.61480",44.21725,-90.6148,05-Jan,1,5,3,35,midwest,spodosol,mixed coniferous and hardwood forest,aquic,frigid,311,e,6.54,842,0.64,40509,"mixed coniferous and deciduous forest. Common trees are jack pine, eastern white pine, northern pin oak, swamp white oak, paper birch, aspen, and red maple","Sandy, siliceous, frigid Typic Endoaquods",Ironrun,6-21-19,NA,0.116472664,0.005069894,0.154255853,1.338001853,NA,NA,-26.1,-0.82,0.58,0.06,0.969377408,0.713039951,0.382680998,1.095720949,0.896489649,0.076607661,0.085452923,NA,NA,NA,NA,NA,NA,0.029583627,0.002077966,NA,NA,NA,NA,NA,NA,NA
137,57,e,Halifax,NS,"44.69163, -63.69354",44.69163,-63.69354,07-Apr,4,7,5.5,14,northeast,spodosol,mixed coniferous and hardwood forest,udic,cryic,57,e,6.56,1448,1.281,NA,NA,NA,NA,7-31-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02507996,0.002852393,0.084763644,0.012842286,NA,NA,NA,NA,NA
138,2,b,Whitlam Woods,OH,"41.63110, -81.19026",41.6311,-81.19026,15-Aug,8,15,11.5,22,northeast,alfisol,deciduous hardwood forest,aquic,mesic,332,b,8.77,1092,0.783,204577,deciduous forest,"Fine, illitic, mesic Aquic Hapludalfs",ellsworth,6-18-19,x,0.292025299,0.011878928,0.432964321,1.48094002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049157216,0.002951251,0.072740785,0.006055605,NA,NA,NA,NA,NA
139,3,b,Punderson Park,OH,"41.46000, -81.20551",41.46,-81.20551,09-Apr,4,9,6.5,20,northeast,alfisol,deciduous hardwood forest,aquic,mesic,353,b,8.88,1081,0.764,204577,deciduous forest,"Fine, illitic, mesic Aquic Hapludalfs",ellsworth,6-19-19,x,0.489744098,0.011231748,0.512313867,1.044580394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056265093,0.005866754,0.123432407,0.015607083,NA,NA,NA,NA,NA
140,4,b,Potato Creek,IN,"41.56243, -86.36215",41.56243,-86.36215,24-Nov,11,24,17.5,32,midwest,alfisol,deciduous hardwood forest,udic,mesic,245,b,9.67,991,0.657,165603,mixed deciduous hardwood forest,"Fine-loamy, mixed, active, mesic Typic Hapludalfs",martinsville,6-19-19,x,0.165730494,0.010677119,0.272169362,1.639806782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01686171,0.001843818,0.023840839,0.002802221,NA,NA,NA,NA,NA
141,5,b,Shoe Factory Rd,IL,"42.06039, -88.15951",42.06039,-88.15951,18-32,18,32,25,50,midwest,mollisol,grasses,aquic,mesic,262,b,8.9,917,0.616,152788,prairie grasses,"Fine, illitic, mesic Oxyaquic Argiudolls",varna,6-20-19,NA,0.261823048,0.026192328,0.309433887,1.182488479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016387853,0.001740837,0.03849912,0.004047312,NA,NA,NA,NA,NA
142,6,b,Pecatonica,IL,"42.31607, -89.36172",42.31607,-89.36172,23-40,23,40,31.5,50,midwest,mollisol,grasses,aquic,mesic,228,b,8.38,883,0.598,93530,grasses and trees,"Fine-silty, mixed, superactive, mesic Aquic Cumulic Hapludolls",lawson,6-20-19,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002203474,0.031930309,0.00524326,NA,NA,NA,NA,NA
143,7,b,Black River Falls,WI,"44.21725, -90.61480",44.21725,-90.6148,21-May,5,21,13,35,midwest,spodosol,mixed coniferous and hardwood forest,aquic,frigid,311,b,6.54,842,0.64,40509,"mixed coniferous and deciduous forest. Common trees are jack pine, eastern white pine, northern pin oak, swamp white oak, paper birch, aspen, and red maple","Sandy, siliceous, frigid Typic Endoaquods",Ironrun,6-21-19,NA,0.141946594,0.004465779,0.254019149,1.788613379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,8,b,Fox Coulee,WI,"44.46521, -92.02736",44.46521,-92.02736,17-25,17,25,21,40,midwest,entisol,deciduous hardwood forest,aquic,mesic,211,b,7.24,805,0.574,103588,"red maple, swamp white oak, quaking aspen, and white ash","Mixed, mesic Aquic Udipsamments",algansee,6-21-19,x,0.402944088,0.021788759,0.487079622,1.211830625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010833426,0.001760587,0.024870961,0.00428679,NA,NA,NA,NA,NA
145,9,b,Great Bluffs,MN,"43.94445, -91.39575",43.94445,-91.39575,9-31,9,31,20,45,midwest,alfisol,deciduous hardwood forest,udic,mesic,391,b,7.16,828,0.591,34302,"deciduous forest with white and red oaks, hickory, and basswood being the more common species","Fine-silty, mixed, superactive, mesic Typic Hapludalfs",Blackhammer,6-21-19,NA,0.240037409,0.026908104,0.365938477,1.523695719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04076062,0.005756492,NA,NA,NA,NA,NA
146,10,b,Blue Mounds,MN,"43.69268, -96.18832",43.69268,-96.18832,30-48+,30,48,39,48,midwest,mollisol,grasses,udic,mesic,489,b,6.98,685,0.443,532701,"native grasses are big bluestem, little bluestem, green needlegrass, sideoats grama, and needle and thread","Fine-silty, mixed, superactive, mesic Pachic Haplustolls",graceville,6-22-19,x,0.303352807,0.027379859,0.324859472,1.072245845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019366142,0.002749107,0.05279823,0.006373704,NA,NA,NA,NA,NA
147,11,b,Good Soldier,SD,"44.01227, -99.45010",44.01227,-99.4501,21-Apr,4,21,12.5,45,north central,vertisol,grasses,ustic,mesic,489,b,8.22,475,0.26,1093351,"western wheatgrass, green needlegrass, blue grama, sideoats grama, and sedges","Fine, smectitic, mesic Leptic Haplusterts",Opal,6-22-19,NA,0.299336459,0.0415342,0.385220458,1.283928469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013264888,0.005593962,0.110940622,0.019314125,NA,NA,NA,NA,NA
148,12,b,Cottonwood,SD,"43.98026, -101.89979",43.98026,-101.89979,22-Aug,8,22,15,30,north central,inceptisol,grasses,ustic,mesic,1087,b,8.44,433,0.216,1342445,"Native grasses are mainly western wheatgrass, green needlegrass, sideoats grama, blue grama, buffalograss, and forbs","Fine, smectitic, mesic Torrertic Haplustepts",pierre,6-23-19,x,0.164070667,0.036851694,0.257372537,1.568966458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018370385,0.001894666,0.10412087,0.004595489,NA,NA,NA,NA,NA
149,13,b,Stagebarn,SD,"44.20622, -103.37358",44.20622,-103.37358,10-Jun,6,10,8,15,north central,entisol,shrubs,udic,frigid,1102,c1,8.02,501,0.25,23765,"Timothy, Kentucky bluegrass, smooth brome, sedges, cottonwood, boxelder, green ash, and occasional ponderosa pine and Black Hills spruce","Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive, calcareous, frigid Typic Udifluvents",Rapidcreek,6-23-19,NA,0.162297321,0.008876259,0.184855519,1.153146333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589332,0.003994585,0.132242189,0.02167555,NA,NA,NA,NA,NA
150,14,b,Spearfish,SD,"44.45069, -103.86455",44.45069,-103.86455,18-May,5,18,11.5,36,north central,alfisol,shrubs,udic,frigid,1306,b,7.38,559,0.296,184486,"ponderosa pine with lesser amounts of aspen, birch, and bur oak. Understory species include Kentucky bluegrass, needlegrass, timber oatgrass, roughleaf ricegrass, and little bluestem. Shrubs include bearberry, oregon-grape, common juniper, buffaloberry, and snowberry","Loamy-skeletal, mixed, superactive, frigid Inceptic Hapludalfs",vanocker,6-24-19,x,0.095305925,0.006232328,0.121979492,1.280155908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015268222,0.005828049,0.026408411,0.008502636,NA,NA,NA,NA,NA
151,15,b,Twisted Cedar,WY,"44.13849, -104.59112",44.13849,-104.59112,4.5-10,4.5,10,7.25,18,west,aridisol,shrubs,ustic,mesic,1306,b,6.93,386,0.2,122218,"western wheatgrass, sedge, blue grama, cactus","Fine, montmorillonitic, mesic Ustic Haplocambids",savageton,6-24-19,x,0.124688325,0.016683135,0.155932547,1.241172771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012465669,0.001188667,0.046646926,0.003885927,NA,NA,NA,NA,NA
152,17,b,Grab Bag,MT,"45.55290, -107.34871",45.5529,-107.34871,13-25,13,25,19,45,west,entisol,grasses,ustic,frigid,972,c1,7.58,411,0.208,631352,"western wheatgrass, green needlegrass, sideoats gram","Clayey, montmorillonitic (calcareous), nonacid, frigid, shallow Ustic Torriorthents",lismas,6-26-19,x,0.229654318,0.030588751,0.324021125,1.412614738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018819177,NA,0.096747104,0.00737869,NA,NA,NA,NA,NA
153,18,b,Potosi,MT,"45.57203, -111.91427",45.57203,-111.91427,17-Apr,4,17,10.5,25,west,inceptisol,coniferous forest,udic,cryic,1907,b,3.44,428,0.276,512783,"Douglas-fir, subalpine fir, lodgepole pine, huckleberry, grouse whortleberry, snowberry, buffaloberry, heartleaf arnica, western meadowrue, grasses, forbs","Sandy-skeletal, mixed Typic Haplocryepts",como,6-27-19,x,0.186982439,0.011123502,0.221742788,1.182488479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059422723,0.005832215,NA,NA,NA,NA,NA
154,19,b,Turah,MT,"46.63344, -114.58388",46.63344,-114.58388,24-Jun,6,24,15,35,west,inceptisol,coniferous forest,udic,cryic,1632,b,3.64,388,0.273,99463,"subalpine fir, western larch, Douglas-fir, Engelmann spruce, and lodgepole pine with an understory of twinflower, blue huckleberry, queencup beadlily, rusty menziesia, grouse whortleberry","Loamy-skeletal, mixed Andic Cryochrepts",petty,6-28-19,x,0.18282386,0.013452698,0.167669405,1.03703527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038696691,0.002098059,0.062028486,0.003465426,NA,NA,NA,NA,NA
155,20,b,Clearwater,ID,"46.51269, -114.76499",46.51269,-114.76499,10-Jun,6,10,8,16,west,andisol,coniferous forest,udic,frigid,1131,b,6.25,236,0.157,NA,NA,"Ashy over loamy-skeletal, amorphic over isotic, frigid Typic Udivitrands",typic vitrandepts,6-28-19,x,0.173266677,0.009793968,0.171022793,0.995956266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024942484,0.002196568,0.138974844,0.019883768,NA,NA,NA,NA,NA
156,21,b,Olympic,WA,"47.35765, -123.88751",47.35765,-123.88751,20-Apr,4,20,12,29,north west,andisol,coniferous forest,udic,mesic,287,b,9.18,3205,2.825,61240,"western hemlock forest with scattered Sitka spruce and western red cedar. Understory species are salal, oxalis, swordfern brackenfern, salmonberry, red elderberry, vine maple","Medial, ferrihydritic, isomesic Typic Fulvudands",knappton,6-30-19,blethon-change to knappton,0.721806864,0.041822346,0.351686577,0.49043301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046947137,0.003145481,0.116376028,0.014250787,NA,NA,NA,NA,NA
157,22,b,Disappointment,WA,"46.30717, -124.06658",46.30717,-124.06658,5.5-21,5.5,21,13.25,40,north west,andisol,coniferous forest,udic,mesic,30,b,10.38,2082,1.826,20567,"western hemlock, Sitka spruce, western red cedar, and red alder. Understory species are salal, oxalis, swordfern, red huckleberry, salmonberry, blackberry, red elderberry, and vine maple","Medial, ferrihydritic, isomesic Typic Fulvudands",Ilwaco,6-30-19,x,0.610960412,0.034199128,0.369711038,0.609897461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093245267,0.006491859,0.292045311,0.025972397,NA,NA,NA,NA,NA
158,23,b,Clatsop,OR,"46.06560, -123.65753",46.0656,-123.65753,7.5-14,7.5,14,10.75,29,north west,inceptisol,coniferous forest,udic,mesic,260,b,9.48,2274,1.972,30881,"Douglas-fir, western hemlock, red alder, Port-Orford cedar, sitka spruce, grand fir, thimbleberry, salal, salmonberry, vine maple and swordfern","Fine-loamy, isotic, isomesic Andic Humudepts",Svensen,6-30-19,NA,0.58664129,0.032849785,0.40450244,0.694570511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074752177,0.00440457,0.210704157,0.018061895,NA,NA,NA,NA,NA
159,24,b,Siuslaw,OR,"44.48822, -123.53664",44.48822,-123.53664,08-Mar,3,8,5.5,15,north west,andisol,coniferous forest,udic,frigid,733,b,8.72,2757,2.101,62971,"Douglas fir, western hemlock, red alder, red and evergreen huckleberry, vine maple, western swordfern, cascade Oregongrape, Oregon oxalis, and salal","Medial-skeletal, ferrihydritic, frigid Alic Hapludands",caterl,2007-01-19,x,0.41205527,0.052180641,0.251084934,0.612831676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032242196,0.002615815,0.31799294,0.040738738,NA,NA,NA,NA,NA
160,25,b,Alsea,OR,"44.47251, -123.50966",44.47251,-123.50966,3.5-13,3.5,13,8.25,24,north west,ultisol,coniferous forest,udic,mesic,502,b,9.49,2456,1.846,172500,"Douglas fir, bigleaf maple, red alder, western hazel, vine maple, Pacific dogwood, western brackenfern, salal, western swordfern, cascade Oregongrape, creambush oceanspray, and baldhip rose","Fine, mixed, active, mesic Typic Palehumults",honeygrove,2007-01-19,x,0.467798217,0.039014213,0.31857187,0.683252826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050143343,0.001022443,0.171309337,0.014127352,NA,NA,NA,NA,NA
161,26,b,Klamath,OR,"42.40148, -121.79940",42.40148,-121.7994,12-22+,12,22,17,22,north west,andisol,coniferous forest,xeric,frigid,1526,b/c,6.67,533,0.303,144185,"Overstory vegetation--mainly white fir, with ponderosa pine, sugar pine, Douglas-fir, and incense cedar, Understory vegetation--western princes pine, western fescue, Oregon boxleaf, common snowberry","Medial-skeletal, amorphic, frigid Alfic Humic Haploxerands",Woodcock,2007-02-19,NA,0.183259563,0.031281908,0.152998332,0.836251158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016405431,0.001128101,0.05393221,0.004904909,NA,NA,NA,NA,NA
162,27,b,Shasta,CA,"40.17399, -121.03988",40.17399,-121.03988,18-Sep,9,18,13.5,32,pacific coast,alfisol,coniferous forest,xeric,frigid,1292,b,8.73,921,0.455,13565,"Douglas-fir, sugar pine, white fir, Incense-cedar, Jeffery pine, red fir, whitethorn, ceanothus, serviceberry, ribes and sierra chinkapin","Loamy-skeletal, mixed, superactive, frigid Ultic Palexeralfs",Penstock,2007-02-19,NA,0.188005741,0.024110751,0.203718327,1.07518006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016576637,6.93E-04,0.034486885,0.002828556,NA,NA,NA,NA,NA
163,28,b,El Dorado,CA,"38.80521, -120.10219",38.80521,-120.10219,13-28,13,28,20.5,40,pacific coast,inceptisol,coniferous forest,xeric,frigid,1997,b,5.8,911,0.464,187468,"red fir, white fir, Jeffrey pine, lodgepole pine, sugar pine, incense-cedar, chinquapin, huckleberry oak, gooseberry, whitethorn, brackenfern and lupine","Coarse-loamy, mixed, frigid Typic Xerumbrepts",gerle,2007-03-19,x,0.472291825,0.013524603,0.46779764,1.001405522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068717323,0.006268363,NA,NA,NA,NA,NA
164,29,b,Merklee,CA,"38.66673, -119.66681",38.66673,-119.66681,22-May,5,22,13.5,46,pacific coast,mollisol,shrubs,xeric,frigid,2202,b,5.86,561,0.265,20459,"big sagebrush, antelope bitterbrush, and western needlegrass","Loamy-skeletal, mixed, superactive, frigid Typic Argixerolls",heenlake,2007-03-19,x,0.242650589,0.051429125,0.287133856,1.179554265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015309518,0.001356974,0.12595775,0.009153463,NA,NA,NA,NA,NA
165,31,b,Death Valley,CA,"36.86487, -116.77128",36.86487,-116.77128,11-Feb,2,11,6.5,14,pacific coast,aridisol,shrubs,aridic,thermic,952,b,16.12,105,0.03,269786,"creosotebush, white bursage, scattered yucca and Joshua tree and annual grasses and forbs","Loamy-skeletal, mixed, superactive, calcareous, thermic Typic Torriorthents",yermo,2007-04-19,skleon - change to yermo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017500909,NA,0.034414536,0.003839242,NA,NA,NA,NA,NA
166,32,b,Flagstaff,AZ,"35.21865, -111.52502",35.21865,-111.52502,3.5-9,3.5,9,6.25,15,southwest,mollisol,shrubs,aridic,cryic,1915,b,8.75,486,0.195,13909,"ponderosa pine, spruce, fir and quaking aspen, with some Arizona fescue, mountain muhly, pine dropseed and Kentucky bluegrass","Fine-loamy over fragmental, mixed Argic Cryoborolls",sizer,2007-06-19,x,0.106432413,0.037096603,0.095990734,0.893677929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020994628,0.00182049,0.080963194,0.005881851,NA,NA,NA,NA,NA
167,33,b,Jerome,AZ,"34.55027, -111.87759",34.55027,-111.87759,5.5-19,5.5,19,12.25,38,southwest,aridisol,shrubs,ustic,thermic,993,b,16.91,392,0.121,176,"mesquite, alkali sacaton, threeawn, canotia and rabbitbrush","Coarse-silty, mixed, superactive, thermic Ustic Haplocambids",bewearze,2007-06-19,best guess based on mapped soils in immediate area (NOTCOM),0.086617211,0.030639226,0.095990734,1.109552288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027653473,0.003988823,0.065370005,0.00851709,NA,NA,NA,NA,NA
168,34,b,Tonto,AZ,"34.31288, -111.03776",34.31288,-111.03776,2.5-10,2.5,10,6.25,15,southwest,alfisol,shrubs,ustic,frigid,1741,b,10.74,579,0.226,27977,"Ponderosa pine, pinyon pine, juniper, shrubs, and grasses","Loamy-skeletal, mixed, superactive, frigid Lithic Haplustalfs",sanchez,2007-06-19,best guess based on mapped soils in immediate area (NOTCOM),0.050686052,0.007803946,0.057007598,1.125061708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01857698,0.001724585,0.119871912,0.012867746,NA,NA,NA,NA,NA
169,35,b,Gallup,NM,"35.50491, -108.50939",35.50491,-108.50939,4-9+,4,9,6.5,9,southwest,aridisol,shrubs,ustic,mesic,2079,b,9.08,310,0.125,39242,"blue grama, western wheatgrass, bottlebrush squirreltail, needleandthread, galleta, sand dropseed, Indian ricegrass, fourwing saltbush, winterfat, spineless horsebrush, and rubber rabbitbrush","Fine, mixed, superactive, mesic Ustic Haplargids",Hawakuh,2007-07-19,NA,0.054438475,0.019521006,0.074612885,1.369439866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016907828,0.001867635,0.051901449,0.007867292,NA,NA,NA,NA,NA
170,36,b,El Malpais,NM,"34.95594, -107.82979",34.95594,-107.82979,08-Mar,3,8,5.5,14,southwest,alfisol,shrubs,aridic,mesic,2082,b,9.98,282,0.111,91685,"pinyon-juniper savanna with an understory of blue grama, bottlebrush squirreltail, and broom snakeweed","Fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",celacy,2007-08-19,x,0.018133059,0.006706929,0.024731237,1.380338377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015731921,0.001350418,0.042839017,0.003323094,NA,NA,NA,NA,NA
171,38,b,Kiowa,NM,"36.07344, -104.28123",36.07344,-104.28123,11-May,5,11,8,17,southwest,aridisol,shrubs,ustic,mesic,1795,b,10.42,392,0.147,171198,"western wheatgrass, alkali sacaton, blue grama, galleta, sideoats grama, and vine mesquite","Fine, mixed, active, mesic Ustic Haplocambids",Litle,2007-08-19,NA,0.123570138,0.021339892,0.150902465,1.22314831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019223821,0.001423074,0.185734357,0.018672889,NA,NA,NA,NA,NA
172,39,b,Rita,TX,"36.41055, -102.59466",36.41055,-102.59466,3-9.5,3,9.5,6.25,17,central,alfisol,grasses,ustic,mesic,1279,b,12.64,427,0.152,340769,"mid grasses and short grasses and includes blue grama, sideoats grama and buffalograss with lesser amounts of western wheatgrass, galleta, silver bluestem and prairieclover","Coarse-loamy, carbonatic, mesic Calcidic Paleustalfs",spurlock,2007-09-19,x,0.034598454,0.008885172,0.042336525,1.226920872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016569541,0.001471801,0.043013226,0.004198906,NA,NA,NA,NA,NA
173,40,b,Silverton,TX,"34.48575, -101.36531",34.48575,-101.36531,11-Apr,4,11,7.5,20,central,mollisol,grasses,ustic,thermic,996,b,14.3,533,0.187,3098080,"blue grama and buffalograss, with lesser amounts of vine-mesquite, western wheatgrass, galleta or tobosa, silver bluestem, wild alfalfa, and prairie clove","Fine, mixed, superactive, thermic Torrertic Paleustolls",pullman,2007-09-19,x,0.059066839,0.016238901,0.076708753,1.297761195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015778988,0.001395159,NA,NA,NA,NA,NA,NA,NA
